6.227661745371052548e-01,6.346669932787609714e-01,6.267662539991227799e-01,6.390337470456757263e-01,9.858103753527959479e-02,0.000000000000000000e+00,7.806320324794159549e-02
6.324929642274872421e-01,6.119053975042376692e-01,6.283378002672713736e-01,6.011925406529016191e-01,5.041372515611920041e-02,0.000000000000000000e+00,3.992606315020479774e-02
6.090718033652190444e-01,6.086451074507406300e-01,6.161258196820814659e-01,6.262945068574032881e-01,4.550791522523389698e-02,0.000000000000000000e+00,3.777996445544289789e-02
6.422197539178693404e-01,6.072564474775457022e-01,6.365227497419184699e-01,6.101664954861389933e-01,3.070899972591169952e-02,0.000000000000000000e+00,2.631253777445390074e-02
6.180307181566138119e-01,5.879362613045537866e-01,6.274210399657011994e-01,6.039537243782202580e-01,3.262761772832659807e-02,0.000000000000000000e+00,2.744055246073169932e-02
6.324929642274872421e-01,6.099129903499409533e-01,6.312843620953575430e-01,6.338878458888808076e-01,4.460786855614729679e-02,0.000000000000000000e+00,3.751466293382189898e-02
6.249418851804462438e-01,6.094299741798769876e-01,6.372429793352778482e-01,6.163792187158568803e-01,2.610690924714609978e-02,0.000000000000000000e+00,2.321904698386149934e-02
6.275655879444069773e-01,6.098526018129435400e-01,6.280758758892465154e-01,6.060874164022673760e-01,3.590000963012889706e-02,0.000000000000000000e+00,2.985932963905019860e-02
6.155350270905896037e-01,6.084639879027060605e-01,6.290122193218841140e-01,6.124883967180068112e-01,3.193498922166330273e-02,0.000000000000000000e+00,2.728293369428450021e-02
6.407479611467051805e-01,6.193315753514050392e-01,6.519758883896427104e-01,6.417322103277874890e-01,2.342714066655299937e-02,0.000000000000000000e+00,2.205749890734700139e-02
6.392441410399779533e-01,6.133543999514725620e-01,6.483221357365863691e-01,6.347664108757822277e-01,3.037750105561020167e-02,0.000000000000000000e+00,2.700121906565760080e-02
6.325569700764556158e-01,6.040565459610462984e-01,6.264388859943170740e-01,6.005649531952282905e-01,3.614446675012770310e-02,0.000000000000000000e+00,2.979358266636670041e-02
6.127194044240399373e-01,5.783365567550551312e-01,5.948122292346085249e-01,5.734548316094948417e-01,4.559866067129399875e-02,0.000000000000000000e+00,3.504604809150699968e-02
5.801473600456300561e-01,5.613649365220680920e-01,5.908834634781713335e-01,5.709446732916052536e-01,3.497403569073950086e-02,0.000000000000000000e+00,2.771273274320449828e-02
5.860346287746022176e-01,5.532806572042059390e-01,5.794245342136653543e-01,5.545028681915044055e-01,6.230137859000089984e-02,0.000000000000000000e+00,4.508423553965409947e-02
5.446956871517023568e-01,5.867287669423506546e-01,5.554589781725541853e-01,6.078445463760703271e-01,4.368189461675790058e-02,0.000000000000000000e+00,3.549842165266960115e-02
6.214222958195617652e-01,5.886607855596501793e-01,6.050270301927387351e-01,6.089741367704009090e-01,4.267813886645970001e-02,0.000000000000000000e+00,3.483739665186370155e-02
6.148311092184126636e-01,5.895663832998236931e-01,6.185813045244755726e-01,5.981175153205454675e-01,3.799641462890659960e-02,0.000000000000000000e+00,3.099296049948329843e-02
6.100316958111108301e-01,5.894456522887863148e-01,6.132774732511337978e-01,5.914027412759694791e-01,2.625506507744839943e-02,0.000000000000000000e+00,2.248937658612170168e-02
6.055522628264925489e-01,5.713933490149947225e-01,5.995267681251198466e-01,5.839349388873068536e-01,4.180957531131240107e-02,0.000000000000000000e+00,3.298403309308529929e-02
6.064481494234161829e-01,5.709103328449305348e-01,5.655428419201555812e-01,5.447758371359796570e-01,3.961872097071700294e-02,0.000000000000000000e+00,2.963118945731759921e-02
5.542305081173376502e-01,5.259304999399878611e-01,5.236358906185686335e-01,5.046126816331369946e-01,7.167038290874340467e-02,0.000000000000000000e+00,4.732337966914879762e-02
5.142994022387914477e-01,4.917578659467468083e-01,4.804848609675729798e-01,4.581113141359621777e-01,7.673546035720370251e-02,0.000000000000000000e+00,4.649370397962920148e-02
4.638095770997499034e-01,4.453289845316115159e-01,4.480724310737900784e-01,4.488235655738881946e-01,1.447445423096012096e-01,0.000000000000000000e+00,8.342982949589400343e-02
5.048925441489349186e-01,5.083611667733032302e-01,5.106054650428811792e-01,5.192973567594348916e-01,9.314742245894229444e-02,0.000000000000000000e+00,6.192457868225510059e-02
5.162831441573856317e-01,4.927842407609149267e-01,5.128317473206410737e-01,4.940699017903191215e-01,3.860570548102489757e-02,0.000000000000000000e+00,2.664133223269619932e-02
5.242182094760781119e-01,4.933276454679764167e-01,4.751809797372640864e-01,4.535301842372322922e-01,5.156563673671960002e-02,0.000000000000000000e+00,3.202786229478680330e-02
4.586262262429545156e-01,4.458120007016758146e-01,4.501023325142400888e-01,4.322562717091733009e-01,5.178416658641549902e-02,0.000000000000000000e+00,3.088998474630729948e-02
